author_id,created_at,id,lang,text
1458838257026879489,2021-11-11T19:28:36.000Z,1458879349696962561,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1399548505794940931,2021-11-11T16:19:58.000Z,1458831879730348033,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1399548505794940931,2021-11-11T16:18:19.000Z,1458831463877595136,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1097828725629087744,2021-11-11T16:17:30.000Z,1458831256603537421,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1097828725629087744,2021-11-11T16:16:55.000Z,1458831110901743623,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1319638743364620292,2021-11-11T15:24:53.000Z,1458818015584264194,en,"The #1 Collection by Volume (last 10 mins):
parallel - parallelalpha
Sales: 9
Unique Buyers: 2
Recent Avg Trading Price: 0.008
Buy Floor: https://t.co/SYU3YOtQ63"
1441848378090934274,2021-11-11T15:04:47.000Z,1458812958532943872,en,"@ParallelNFT is now previewed on NFTalbum 📢 

Download the app now. Link in bio ☝️ 

#nft #nftalbum #nftapp #nftcommunity #cryptoart #ParallelAlpha https://t.co/5OPvnh4jWX"
1351307091017809920,2021-11-11T14:57:43.000Z,1458811180643155969,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1319638743364620292,2021-11-11T12:58:07.000Z,1458781081491357696,en,"The #1 Collection by Volume (last 10 mins):
parallel - parallelalpha
Sales: 7
Unique Buyers: 6
Recent Avg Trading Price: 0.008
Buy Floor: https://t.co/SYU3YOunVB"
1382270950062850048,2021-11-11T10:17:16.000Z,1458740602053574664,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1382270950062850048,2021-11-11T10:16:55.000Z,1458740513067126789,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1367420281711640576,2021-11-11T10:11:08.000Z,1458739057899585538,en,"RT @loldefi: I’m joining the gang and will also be giving away 1 core pack reservation 

To enter:

1 - Follow @ParallelNFT 
2 - Follow @Pa…"
1367420281711640576,2021-11-11T10:10:45.000Z,1458738961078173709,en,"RT @0xKarate: GIVING AWAY AN Antius's Forecast [SE]

Follow me
Follow @ParallelNFT &amp; @parallelnftpod 
Join the discord: https://t.co/31mXow…"
1367420281711640576,2021-11-11T10:07:37.000Z,1458738176525283329,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1367420281711640576,2021-11-11T10:07:05.000Z,1458738042064277508,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1368697928538222596,2021-11-11T05:48:08.000Z,1458672871341899782,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1368570957841899522,2021-11-11T04:42:40.000Z,1458656396111925253,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1319638743364620292,2021-11-11T03:40:14.000Z,1458640687080038400,en,"The #1 Collection by Volume (last 10 mins):
parallel - parallelalpha
Sales: 10
Unique Buyers: 5
Recent Avg Trading Price: 0.155
Buy Floor: https://t.co/SYU3YOtQ63"
732735004443348992,2021-11-11T01:35:10.000Z,1458609212825735174,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
539925134,2021-11-11T01:26:20.000Z,1458606990125674499,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
2713349035,2021-11-10T23:49:58.000Z,1458582738513145859,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1362881786896859136,2021-11-10T23:38:06.000Z,1458579749798875142,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1435793075314511872,2021-11-10T22:51:04.000Z,1458567916467671042,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1284705982442901504,2021-11-10T22:41:38.000Z,1458565543221673985,en,"【It's selling!】📈📈

Opensea:Sold

Title:Memento of the Fallen

Price:ETH 1.49
7dayVol:12.2806
7day chg:-0.8407
7daySales:110【↑↑】
#NFT #hashmasks #parallelalpha
07:41 
https://t.co/GeRZN9bw7a"
1127599709974138881,2021-11-10T21:17:44.000Z,1458544425282543616,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1437868387334557696,2021-11-10T20:56:34.000Z,1458539099225313285,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1398575053038505985,2021-11-10T19:24:41.000Z,1458515976400478209,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1382457444333449219,2021-11-10T19:23:51.000Z,1458515766035324933,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1454916178862821382,2021-11-10T19:22:55.000Z,1458515534467719170,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1454916178862821382,2021-11-10T19:22:37.000Z,1458515457644929024,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
871996232,2021-11-10T19:21:41.000Z,1458515223204204544,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
914884935214862337,2021-11-10T18:53:58.000Z,1458508248164696064,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
914884935214862337,2021-11-10T18:52:40.000Z,1458507918802755588,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
275063108,2021-11-10T18:17:11.000Z,1458498991906246661,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1353648919721422854,2021-11-10T18:16:43.000Z,1458498874511872005,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1455353960781463556,2021-11-10T18:13:38.000Z,1458498097278078977,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
536385803,2021-11-10T18:01:40.000Z,1458495085646073862,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1372175204818976769,2021-11-10T17:46:51.000Z,1458491356024741896,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1372175204818976769,2021-11-10T17:46:21.000Z,1458491231495811075,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1374028707233374213,2021-11-10T17:37:14.000Z,1458488936750219267,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1374028707233374213,2021-11-10T17:35:28.000Z,1458488490446917632,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1155496095494987777,2021-11-10T16:36:48.000Z,1458473726085763072,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1185627416502263808,2021-11-10T16:26:05.000Z,1458471032910536708,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
992582179149504512,2021-11-10T15:56:13.000Z,1458463513945391104,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
904032960776720386,2021-11-10T15:54:08.000Z,1458462991473577992,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1015671524144054277,2021-11-10T15:46:03.000Z,1458460957420621837,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
941183495833112577,2021-11-10T15:44:16.000Z,1458460506419773446,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1453671803176456195,2021-11-10T15:39:36.000Z,1458459335026114565,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1453671803176456195,2021-11-10T15:38:09.000Z,1458458968267771905,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1448565477257535493,2021-11-10T15:27:08.000Z,1458456194180206599,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1448565477257535493,2021-11-10T15:25:40.000Z,1458455828617314306,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
490916119,2021-11-10T15:03:21.000Z,1458450212142321664,en,"RT @loldefi: I’m joining the gang and will also be giving away 1 core pack reservation 

To enter:

1 - Follow @ParallelNFT 
2 - Follow @Pa…"
490916119,2021-11-10T14:40:03.000Z,1458444348475985920,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
948657676048850944,2021-11-10T14:33:12.000Z,1458442620884168706,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
956314908,2021-11-10T14:20:39.000Z,1458439466008383491,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
321040644,2021-11-10T14:14:07.000Z,1458437818431283200,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1107267319389134848,2021-11-10T14:05:23.000Z,1458435621064622085,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
487077045,2021-11-10T14:02:46.000Z,1458434963628609539,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
2374757460,2021-11-10T13:14:59.000Z,1458422937304719360,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
2374757460,2021-11-10T13:14:47.000Z,1458422887254159362,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1429916169826406406,2021-11-10T13:14:45.000Z,1458422878362378240,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1188193371808059392,2021-11-10T12:43:59.000Z,1458415136713150467,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
54375307,2021-11-10T12:39:38.000Z,1458414044126265348,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1268855858596806657,2021-11-10T12:24:13.000Z,1458410161446477824,und,@TheMoonCarl https://t.co/sCoPvL4PCh
1326158989781053440,2021-11-10T12:22:31.000Z,1458409734000816135,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1096991845178056705,2021-11-10T12:21:17.000Z,1458409425253896202,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
15338372,2021-11-10T12:11:33.000Z,1458406975419596808,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
15338372,2021-11-10T12:11:15.000Z,1458406900354232322,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
71395035,2021-11-10T12:02:06.000Z,1458404598771814403,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
937741892573331457,2021-11-10T12:00:21.000Z,1458404155643637768,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1289501155211583488,2021-11-10T11:46:00.000Z,1458400546327613440,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1458397831258120195,2021-11-10T11:42:37.000Z,1458399693852094466,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
71395035,2021-11-10T11:37:10.000Z,1458398320548790275,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
263815771,2021-11-10T11:26:55.000Z,1458395742226243588,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1444623072,2021-11-10T11:11:15.000Z,1458391800037715970,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1284705982442901504,2021-11-10T11:02:29.000Z,1458389592865112065,en,"【Volume increase】📈📈

Opensea:Sold

Title:Tome of Aetio [SE]

Price:ETH 0.035
7dayVol:0.035【↑↑】
7day chg:0.0
7daySales:0
#NFT #hashmasks #parallelalpha
20:02 
https://t.co/V2BEyztdMj"
3353574340,2021-11-10T10:50:32.000Z,1458386585376985092,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1284705982442901504,2021-11-10T10:32:24.000Z,1458382021907324930,en,"【Volume increase】📈📈

Opensea:Sold

Title:Scanner Array [SE]

Price:ETH 0.029
7dayVol:0.029【↑↑】
7day chg:0.0
7daySales:0
#NFT #hashmasks #parallelalpha
19:32 
https://t.co/GYVt7spHID"
1340985343357665280,2021-11-10T10:32:01.000Z,1458381929082802179,en,RT @xcoldplunge: Jumping on giveaway bandwagon because I have two of these beauties. You don't have to do anything - random follower will b…
1340985343357665280,2021-11-10T10:29:11.000Z,1458381212129456131,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1432599617875562506,2021-11-10T10:27:30.000Z,1458380789368778754,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1340985343357665280,2021-11-10T10:26:16.000Z,1458380478155661318,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
4014561734,2021-11-10T10:15:57.000Z,1458377885006376963,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
269421825,2021-11-10T10:15:56.000Z,1458377879213989890,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1319638743364620292,2021-11-10T10:13:54.000Z,1458377369815855107,en,"The #1 Collection by Volume (last 10 mins):
parallel - parallelalpha
Sales: 9
Unique Buyers: 5
Recent Avg Trading Price: 0.01
Buy Floor: https://t.co/SYU3YOtQ63"
2396085684,2021-11-10T10:10:36.000Z,1458376538525687813,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
257504953,2021-11-10T10:07:44.000Z,1458375814693728259,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
2426818357,2021-11-10T10:03:34.000Z,1458374767560564740,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
2203879116,2021-11-10T09:55:41.000Z,1458372784200069126,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
2203879116,2021-11-10T09:55:16.000Z,1458372676859355146,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1319638743364620292,2021-11-10T09:44:09.000Z,1458369881796378624,en,"The #1 Collection by Volume (last 10 mins):
parallel - parallelalpha
Sales: 12
Unique Buyers: 5
Recent Avg Trading Price: 0.02
Buy Floor: https://t.co/SYU3YOunVB"
1319638743364620292,2021-11-10T09:24:39.000Z,1458364972828925952,en,"The #1 Collection by Volume (last 10 mins):
parallel - parallelalpha
Sales: 10
Unique Buyers: 2
Recent Avg Trading Price: 0.02
Buy Floor: https://t.co/SYU3YOtQ63"
1369505951934337025,2021-11-10T09:16:51.000Z,1458363012369117185,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1351341166592204801,2021-11-10T09:03:02.000Z,1458359532787277827,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1351341166592204801,2021-11-10T09:01:58.000Z,1458359263395450882,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
788972215676968960,2021-11-10T08:54:49.000Z,1458357466412900358,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
788972215676968960,2021-11-10T08:52:27.000Z,1458356869337022468,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
1392041732317978631,2021-11-10T08:39:31.000Z,1458353614607421443,en,"RT @CaliPnL: Let the @ParallelNFT giveaways continue!

I'll be giving away a Ruthless Sergeant [SE] to one lucky winner.

𝗧𝗼 𝗘𝗻𝘁𝗲𝗿:

1.  Fo…"
1310872196089286656,2021-11-10T08:28:40.000Z,1458350886485438465,en,RT @Fitchinverse: In the spirit of @ParallelNFT giveaway week I’m giving away ANOTHER Parallel special edition card. I want to inspire othe…
